Participant_ID,Cycle_Phase,Craving_Type,Craved_Food_Item,Craving_Intensity,Craving_Frequency,Preferred_Action_When_Craving
P2531,Follicular,None,None,6,Sometimes,Rest
P2532,Menstrual,Sweet,Cookies,2,Always,Go Out
P2533,Follicular,Sweet,Candy,5,Often,Watch Movie
P2534,Ovulation,Sweet,Cookies,4,Rare,Watch Movie
P2535,Menstrual,Spicy,Spicy Snacks,5,Often,Watch Movie
P2536,Ovulation,Spicy,Spicy Snacks,9,Often,Rest
P2537,Menstrual,Salty,Chips,6,Rare,Watch Movie
P2538,Menstrual,None,None,7,Often,Watch Movie
P2539,Menstrual,Fatty,Burger,8,Always,Rest
P2540,Luteal,Salty,Chips,9,Always,Rest
P2541,Follicular,Fatty,Fries,5,Always,Go Out
P2542,Follicular,Sweet,Cookies,8,Sometimes,Go Out
P2543,Luteal,Spicy,Spicy Snacks,2,Often,Eat
P2544,Menstrual,Salty,Chips,10,Always,Rest
P2545,Luteal,Salty,Popcorn,9,Always,Go Out
P2546,Luteal,Sweet,Cake,2,Sometimes,Go Out
P2547,Luteal,Spicy,Pizza,5,Sometimes,Rest
P2548,Luteal,Salty,Popcorn,6,Often,Go Out
P2549,Ovulation,Sweet,Chocolate,4,Often,Eat
P2550,Luteal,Salty,Popcorn,8,Often,Eat
P2551,Luteal,Spicy,Spicy Snacks,10,Sometimes,Go Out
P2552,Ovulation,Fatty,Burger,3,Always,Go Out
P2553,Luteal,Sweet,Candy,5,Often,Rest
P2554,Follicular,None,None,2,Sometimes,Go Out
P2555,Ovulation,Fatty,Burger,3,Often,Go Out
P2556,Menstrual,Sweet,Chocolate,8,Rare,Eat
P2557,Luteal,Salty,Chips,5,Often,Rest
P2558,Menstrual,Salty,Chips,3,Always,Go Out
P2559,Ovulation,Salty,Chips,5,Rare,Eat
P2560,Ovulation,Salty,Nuts,9,Rare,Eat
P2561,Menstrual,Sweet,Cake,3,Often,Eat
P2562,Menstrual,None,None,10,Always,Go Out
P2563,Luteal,Spicy,Tacos,7,Always,Rest
P2564,Ovulation,Spicy,Tacos,8,Sometimes,Watch Movie
P2565,Ovulation,Sweet,Chocolate,5,Often,Eat
P2566,Follicular,None,None,3,Sometimes,Go Out
P2567,Ovulation,Salty,Popcorn,6,Often,Go Out
P2568,Follicular,Salty,Popcorn,3,Often,Watch Movie
P2569,Ovulation,Sweet,Cookies,9,Always,Eat
P2570,Ovulation,Sweet,Ice Cream,2,Always,Eat
P2571,Follicular,Spicy,Spicy Snacks,3,Often,Eat
P2572,Ovulation,Spicy,Pizza,7,Often,Rest
P2573,Ovulation,None,None,10,Often,Go Out
P2574,Ovulation,Spicy,Spicy Snacks,8,Always,Go Out
P2575,Menstrual,Sweet,Cake,5,Often,Rest
P2576,Ovulation,Sweet,Cookies,5,Always,Eat
P2577,Luteal,Salty,Nuts,5,Always,Watch Movie
P2578,Menstrual,Sweet,Chocolate,4,Often,Eat
P2579,Luteal,Spicy,Pizza,9,Sometimes,Rest
P2580,Follicular,Sweet,Cake,6,Often,Rest
P2581,Follicular,Sweet,Candy,8,Sometimes,Eat
P2582,Menstrual,Sweet,Ice Cream,8,Rare,Go Out
P2583,Menstrual,Salty,Nuts,5,Always,Rest
P2584,Luteal,Salty,Chips,9,Rare,Eat
P2585,Menstrual,Sweet,Cake,2,Sometimes,Watch Movie
P2586,Ovulation,Sweet,Cookies,8,Sometimes,Watch Movie
P2587,Ovulation,Sweet,Cake,3,Always,Rest
P2588,Follicular,Fatty,Fries,7,Sometimes,Go Out
P2589,Luteal,Spicy,Pizza,9,Sometimes,Go Out
P2590,Follicular,Salty,Popcorn,5,Often,Go Out
P2591,Follicular,Sweet,Chocolate,8,Rare,Watch Movie
P2592,Follicular,Sweet,Candy,4,Often,Go Out
P2593,Follicular,Sweet,Ice Cream,1,Often,Rest
P2594,Menstrual,Salty,Chips,1,Always,Go Out
P2595,Ovulation,Sweet,Ice Cream,6,Always,Rest
P2596,Follicular,Spicy,Pizza,8,Always,Eat
P2597,Menstrual,Sweet,Chocolate,10,Sometimes,Rest
P2598,Follicular,None,None,2,Often,Eat
P2599,Menstrual,Sweet,Cake,4,Sometimes,Rest
P2600,Luteal,Sweet,Chocolate,3,Rare,Watch Movie
P2601,Luteal,Fatty,Cheese,9,Often,Go Out
P2602,Ovulation,Salty,Popcorn,3,Sometimes,Rest
P2603,Ovulation,None,None,8,Sometimes,Watch Movie
P2604,Follicular,Fatty,Burger,7,Often,Go Out
P2605,Follicular,Sweet,Chocolate,1,Always,Eat
P2606,Ovulation,Spicy,Spicy Snacks,8,Sometimes,Watch Movie
P2607,Menstrual,Sweet,Ice Cream,9,Often,Go Out
P2608,Follicular,None,None,8,Sometimes,Watch Movie
P2609,Menstrual,Spicy,Pizza,10,Often,Rest
P2610,Ovulation,Sweet,Cake,10,Often,Eat
P2611,Follicular,Sweet,Cookies,1,Sometimes,Watch Movie
P2612,Ovulation,Fatty,Burger,7,Sometimes,Watch Movie
P2613,Menstrual,Sweet,Cake,9,Often,Watch Movie
P2614,Follicular,Sweet,Cake,5,Sometimes,Eat
P2615,Follicular,Sweet,Cookies,2,Often,Go Out
P2616,Menstrual,Sweet,Ice Cream,8,Often,Rest
P2617,Menstrual,Salty,Chips,9,Often,Rest
P2618,Menstrual,Sweet,Candy,7,Sometimes,Watch Movie
P2619,Follicular,Sweet,Cake,5,Often,Go Out
P2620,Follicular,Sweet,Chocolate,8,Often,Rest
P2621,Luteal,Sweet,Cookies,6,Often,Eat
P2622,Follicular,Salty,Chips,4,Always,Watch Movie
P2623,Menstrual,Spicy,Tacos,1,Always,Rest
P2624,Follicular,Salty,Popcorn,6,Often,Eat
P2625,Ovulation,Sweet,Ice Cream,8,Often,Eat
P2626,Follicular,None,None,3,Sometimes,Go Out
P2627,Menstrual,Sweet,Cake,7,Always,Go Out
P2628,Menstrual,Sweet,Cake,7,Often,Rest
P2629,Menstrual,Sweet,Ice Cream,9,Often,Rest
P2630,Follicular,Spicy,Pizza,1,Often,Eat
P2631,Ovulation,Salty,Chips,5,Always,Go Out
P2632,Follicular,Sweet,Cookies,8,Often,Go Out
P2633,Ovulation,Sweet,Cake,3,Often,Watch Movie
P2634,Follicular,Fatty,Cheese,5,Sometimes,Go Out
P2635,Ovulation,Sweet,Cookies,1,Often,Go Out
P2636,Menstrual,Fatty,Fries,9,Often,Rest
P2637,Follicular,Fatty,Fries,4,Often,Eat
P2638,Ovulation,Sweet,Chocolate,5,Sometimes,Watch Movie
P2639,Follicular,Fatty,Burger,3,Often,Watch Movie
P2640,Luteal,Fatty,Fries,2,Always,Go Out
P2641,Menstrual,Sweet,Chocolate,7,Often,Eat
P2642,Luteal,Sweet,Cake,5,Always,Watch Movie
P2643,Luteal,Fatty,Burger,10,Sometimes,Rest
P2644,Menstrual,None,None,3,Often,Go Out
P2645,Menstrual,Sweet,Cake,2,Often,Watch Movie
P2646,Follicular,Sweet,Ice Cream,10,Often,Watch Movie
P2647,Menstrual,Salty,Nuts,6,Always,Go Out
P2648,Follicular,Salty,Nuts,10,Often,Go Out
P2649,Menstrual,Sweet,Candy,6,Always,Rest
P2650,Luteal,Sweet,Candy,3,Always,Rest
P2651,Menstrual,Sweet,Candy,9,Often,Rest
P2652,Follicular,None,None,1,Sometimes,Eat
P2653,Luteal,Sweet,Chocolate,3,Sometimes,Go Out
P2654,Ovulation,Sweet,Cookies,1,Always,Watch Movie
P2655,Luteal,None,None,7,Always,Watch Movie
P2656,Luteal,Salty,Popcorn,2,Sometimes,Go Out
P2657,Menstrual,Fatty,Burger,4,Rare,Watch Movie
P2658,Follicular,Salty,Chips,4,Sometimes,Eat
P2659,Ovulation,Sweet,Chocolate,8,Always,Eat
P2660,Follicular,Sweet,Cake,4,Sometimes,Go Out
P2661,Menstrual,Sweet,Ice Cream,3,Often,Go Out
P2662,Luteal,Salty,Popcorn,10,Sometimes,Watch Movie
P2663,Ovulation,Sweet,Chocolate,3,Sometimes,Rest
P2664,Menstrual,Salty,Popcorn,5,Often,Watch Movie
P2665,Menstrual,None,None,6,Always,Watch Movie
P2666,Menstrual,Sweet,Cake,7,Sometimes,Watch Movie
P2667,Luteal,Salty,Popcorn,5,Rare,Rest
P2668,Luteal,Salty,Popcorn,7,Often,Rest
P2669,Ovulation,Sweet,Chocolate,4,Always,Rest
P2670,Luteal,Sweet,Chocolate,5,Sometimes,Rest
P2671,Luteal,Sweet,Chocolate,6,Always,Go Out
P2672,Luteal,Salty,Nuts,9,Sometimes,Go Out
P2673,Menstrual,Salty,Chips,6,Sometimes,Rest
P2674,Luteal,Sweet,Cookies,10,Rare,Watch Movie
P2675,Luteal,Sweet,Cake,1,Often,Go Out
P2676,Menstrual,Salty,Nuts,7,Sometimes,Rest
P2677,Menstrual,Spicy,Spicy Snacks,3,Rare,Rest
P2678,Luteal,None,None,6,Sometimes,Watch Movie
P2679,Ovulation,Fatty,Cheese,2,Rare,Watch Movie
P2680,Luteal,Salty,Nuts,7,Rare,Rest
P2681,Ovulation,Fatty,Cheese,1,Sometimes,Watch Movie
P2682,Menstrual,Fatty,Cheese,2,Always,Go Out
P2683,Luteal,Sweet,Cookies,9,Sometimes,Go Out
P2684,Ovulation,None,None,9,Often,Eat
P2685,Menstrual,Sweet,Cookies,7,Sometimes,Watch Movie
P2686,Follicular,Salty,Nuts,2,Often,Eat
P2687,Ovulation,None,None,5,Often,Rest
P2688,Follicular,Spicy,Pizza,4,Often,Go Out
P2689,Menstrual,None,None,2,Sometimes,Go Out
P2690,Luteal,None,None,2,Sometimes,Rest
P2691,Menstrual,Salty,Popcorn,10,Often,Eat
P2692,Ovulation,Spicy,Spicy Snacks,8,Always,Eat
P2693,Follicular,Salty,Popcorn,5,Always,Watch Movie
P2694,Ovulation,Spicy,Spicy Snacks,8,Always,Eat
P2695,Follicular,Fatty,Cheese,2,Often,Watch Movie
P2696,Luteal,Sweet,Candy,2,Always,Eat
P2697,Ovulation,None,None,3,Often,Go Out
P2698,Follicular,Sweet,Cake,10,Often,Watch Movie
P2699,Luteal,None,None,8,Sometimes,Eat
P2700,Follicular,Sweet,Chocolate,8,Sometimes,Eat
P2701,Follicular,Sweet,Candy,3,Sometimes,Watch Movie
P2702,Follicular,Spicy,Tacos,1,Often,Go Out
P2703,Menstrual,Sweet,Candy,7,Sometimes,Watch Movie
P2704,Luteal,Sweet,Candy,4,Often,Go Out
P2705,Menstrual,Fatty,Cheese,3,Always,Go Out
P2706,Follicular,Sweet,Ice Cream,5,Always,Go Out
P2707,Follicular,Sweet,Cake,6,Often,Rest
P2708,Menstrual,Sweet,Candy,1,Often,Watch Movie
P2709,Menstrual,Salty,Nuts,9,Sometimes,Rest
P2710,Menstrual,Sweet,Candy,6,Often,Eat
P2711,Menstrual,None,None,3,Always,Go Out
P2712,Follicular,None,None,1,Often,Watch Movie
P2713,Follicular,Salty,Chips,9,Often,Eat
P2714,Luteal,None,None,2,Often,Watch Movie
P2715,Luteal,Salty,Chips,10,Rare,Watch Movie
P2716,Menstrual,Fatty,Cheese,6,Always,Eat
P2717,Ovulation,Spicy,Pizza,6,Sometimes,Watch Movie
P2718,Follicular,Sweet,Cookies,3,Rare,Rest
P2719,Follicular,Fatty,Fries,6,Sometimes,Rest
P2720,Follicular,Sweet,Ice Cream,2,Often,Eat
P2721,Luteal,Salty,Chips,8,Often,Rest
P2722,Follicular,Salty,Nuts,1,Rare,Go Out
P2723,Luteal,Sweet,Ice Cream,6,Sometimes,Go Out
P2724,Menstrual,None,None,1,Often,Rest
P2725,Ovulation,Spicy,Spicy Snacks,9,Sometimes,Go Out
P2726,Menstrual,Salty,Popcorn,9,Always,Go Out
P2727,Ovulation,Salty,Popcorn,6,Often,Rest
P2728,Ovulation,Fatty,Burger,6,Always,Go Out
P2729,Follicular,Sweet,Chocolate,9,Often,Go Out
P2730,Luteal,Sweet,Cake,5,Often,Watch Movie
P2731,Follicular,Sweet,Chocolate,9,Always,Go Out
P2732,Ovulation,None,None,5,Always,Watch Movie
P2733,Menstrual,Sweet,Chocolate,4,Sometimes,Watch Movie
P2734,Follicular,Salty,Chips,2,Always,Eat
P2735,Menstrual,Fatty,Fries,2,Rare,Go Out
P2736,Ovulation,Sweet,Cake,1,Always,Watch Movie
P2737,Luteal,Sweet,Cookies,10,Often,Go Out
P2738,Luteal,Sweet,Cookies,3,Sometimes,Watch Movie
P2739,Luteal,Spicy,Spicy Snacks,1,Rare,Eat
P2740,Menstrual,Sweet,Cake,6,Sometimes,Rest
P2741,Menstrual,Sweet,Cookies,7,Often,Rest
P2742,Follicular,Sweet,Ice Cream,9,Often,Eat
P2743,Ovulation,Sweet,Candy,7,Rare,Rest
P2744,Follicular,Sweet,Cake,4,Often,Eat
P2745,Menstrual,Sweet,Cookies,4,Rare,Eat
P2746,Menstrual,None,None,8,Always,Go Out
P2747,Luteal,Spicy,Spicy Snacks,4,Always,Rest
P2748,Ovulation,Spicy,Pizza,1,Rare,Rest
P2749,Follicular,Salty,Popcorn,9,Often,Eat
P2750,Ovulation,Sweet,Ice Cream,3,Always,Watch Movie
P2751,Luteal,Sweet,Cookies,1,Often,Go Out
P2752,Ovulation,Sweet,Chocolate,9,Always,Eat
P2753,Menstrual,Salty,Chips,10,Always,Rest
P2754,Ovulation,Sweet,Cake,10,Sometimes,Eat
P2755,Luteal,Fatty,Burger,5,Sometimes,Watch Movie
P2756,Luteal,Sweet,Ice Cream,9,Often,Rest
P2757,Follicular,Sweet,Chocolate,3,Sometimes,Rest
P2758,Follicular,Salty,Chips,6,Always,Go Out
P2759,Menstrual,Spicy,Spicy Snacks,7,Always,Go Out
P2760,Follicular,Fatty,Cheese,5,Often,Eat
P2761,Follicular,None,None,8,Often,Go Out
P2762,Menstrual,None,None,10,Rare,Go Out
P2763,Ovulation,Sweet,Cake,6,Always,Go Out
P2764,Luteal,Sweet,Ice Cream,6,Sometimes,Go Out
P2765,Ovulation,Sweet,Cake,7,Often,Watch Movie
P2766,Ovulation,Sweet,Ice Cream,8,Often,Go Out
P2767,Ovulation,Fatty,Cheese,2,Always,Watch Movie
P2768,Menstrual,Salty,Chips,7,Often,Watch Movie
P2769,Menstrual,Fatty,Burger,9,Always,Rest
P2770,Menstrual,Sweet,Candy,1,Often,Go Out
P2771,Follicular,Sweet,Chocolate,1,Often,Watch Movie
P2772,Ovulation,Sweet,Cookies,7,Often,Rest
P2773,Ovulation,Fatty,Cheese,5,Often,Watch Movie
P2774,Follicular,Sweet,Chocolate,1,Rare,Go Out
P2775,Follicular,Fatty,Cheese,1,Rare,Rest
P2776,Ovulation,Sweet,Candy,2,Sometimes,Rest
P2777,Follicular,None,None,10,Rare,Rest
P2778,Luteal,Spicy,Tacos,9,Often,Watch Movie
P2779,Follicular,Fatty,Burger,3,Often,Go Out
P2780,Follicular,Fatty,Burger,9,Always,Watch Movie
P2781,Follicular,Sweet,Ice Cream,6,Always,Rest
P2782,Menstrual,None,None,10,Sometimes,Eat
P2783,Ovulation,Sweet,Candy,6,Often,Rest
P2784,Follicular,Sweet,Chocolate,7,Often,Watch Movie
P2785,Follicular,Sweet,Cookies,10,Sometimes,Watch Movie
P2786,Follicular,Salty,Nuts,8,Sometimes,Go Out
P2787,Menstrual,Sweet,Ice Cream,3,Often,Go Out
P2788,Menstrual,Fatty,Burger,8,Often,Eat
P2789,Ovulation,Sweet,Cake,6,Sometimes,Rest
P2790,Menstrual,Sweet,Cookies,6,Often,Watch Movie
P2791,Follicular,Fatty,Cheese,3,Rare,Watch Movie
P2792,Menstrual,Spicy,Spicy Snacks,6,Sometimes,Go Out
P2793,Menstrual,Fatty,Fries,8,Rare,Eat
P2794,Menstrual,Fatty,Burger,7,Sometimes,Go Out
P2795,Follicular,Sweet,Chocolate,10,Often,Eat
P2796,Ovulation,Sweet,Chocolate,10,Often,Rest
P2797,Menstrual,Sweet,Ice Cream,7,Often,Rest
P2798,Menstrual,None,None,3,Often,Eat
P2799,Menstrual,Sweet,Chocolate,10,Always,Watch Movie
P2800,Follicular,Sweet,Cake,3,Sometimes,Go Out
P2801,Luteal,Salty,Popcorn,5,Sometimes,Rest
P2802,Ovulation,None,None,5,Often,Watch Movie
P2803,Menstrual,Salty,Chips,9,Rare,Watch Movie
P2804,Luteal,Sweet,Candy,9,Sometimes,Eat
P2805,Menstrual,Spicy,Tacos,10,Rare,Rest
P2806,Follicular,Sweet,Chocolate,5,Always,Go Out
P2807,Follicular,Sweet,Cake,5,Often,Go Out
P2808,Follicular,Sweet,Cake,6,Rare,Watch Movie
P2809,Follicular,Spicy,Spicy Snacks,8,Often,Eat
P2810,Menstrual,Sweet,Ice Cream,6,Rare,Go Out
P2811,Luteal,Sweet,Cookies,6,Often,Go Out
P2812,Follicular,Fatty,Burger,9,Always,Eat
P2813,Follicular,Salty,Chips,1,Often,Rest
P2814,Menstrual,Salty,Nuts,4,Rare,Watch Movie
P2815,Menstrual,Sweet,Ice Cream,10,Always,Go Out
P2816,Ovulation,Fatty,Fries,10,Often,Eat
P2817,Follicular,Sweet,Cake,2,Sometimes,Watch Movie
P2818,Follicular,None,None,9,Sometimes,Eat
P2819,Luteal,Fatty,Cheese,3,Rare,Eat
P2820,Menstrual,Sweet,Cake,10,Often,Go Out
P2821,Luteal,Fatty,Burger,2,Often,Watch Movie
P2822,Follicular,Sweet,Chocolate,8,Often,Eat
P2823,Menstrual,Sweet,Chocolate,4,Often,Rest
P2824,Follicular,Sweet,Cake,2,Often,Watch Movie
P2825,Follicular,Fatty,Burger,4,Often,Eat
P2826,Follicular,Sweet,Cake,7,Sometimes,Rest
P2827,Ovulation,Spicy,Tacos,7,Often,Go Out
P2828,Ovulation,Sweet,Cake,1,Sometimes,Watch Movie
P2829,Ovulation,None,None,1,Always,Go Out
P2830,Ovulation,None,None,3,Often,Watch Movie
P2831,Ovulation,Sweet,Cake,2,Often,Watch Movie
P2832,Luteal,Sweet,Cookies,3,Rare,Go Out
P2833,Follicular,Spicy,Pizza,4,Sometimes,Go Out
P2834,Ovulation,Spicy,Spicy Snacks,7,Sometimes,Eat
P2835,Menstrual,Spicy,Spicy Snacks,2,Always,Eat
P2836,Follicular,Fatty,Burger,7,Often,Go Out
P2837,Follicular,Spicy,Spicy Snacks,5,Always,Rest
P2838,Ovulation,Fatty,Cheese,8,Sometimes,Go Out
P2839,Menstrual,Sweet,Cookies,8,Often,Watch Movie
P2840,Ovulation,Salty,Nuts,5,Often,Go Out
P2841,Menstrual,Salty,Popcorn,10,Sometimes,Watch Movie
P2842,Menstrual,Spicy,Tacos,8,Sometimes,Go Out
P2843,Luteal,Spicy,Spicy Snacks,9,Often,Eat
P2844,Ovulation,Salty,Chips,7,Sometimes,Rest
P2845,Follicular,Salty,Popcorn,6,Often,Rest
P2846,Follicular,Spicy,Spicy Snacks,7,Sometimes,Eat
P2847,Luteal,Sweet,Cookies,7,Often,Eat
P2848,Ovulation,Spicy,Pizza,3,Sometimes,Rest
P2849,Ovulation,Sweet,Cookies,6,Sometimes,Go Out
P2850,Luteal,Salty,Chips,6,Always,Go Out
P2851,Menstrual,Fatty,Fries,9,Sometimes,Eat
P2852,Follicular,Sweet,Cake,1,Often,Watch Movie
P2853,Ovulation,Sweet,Cake,7,Often,Rest
P2854,Ovulation,Sweet,Cake,1,Sometimes,Go Out
P2855,Luteal,Spicy,Tacos,10,Rare,Go Out
P2856,Menstrual,Spicy,Tacos,4,Always,Watch Movie
P2857,Ovulation,None,None,7,Sometimes,Rest
P2858,Menstrual,Spicy,Tacos,6,Often,Go Out
P2859,Follicular,Salty,Nuts,6,Sometimes,Eat
P2860,Follicular,Fatty,Burger,5,Always,Eat
P2861,Menstrual,Sweet,Candy,7,Sometimes,Go Out
P2862,Ovulation,Sweet,Cookies,9,Sometimes,Eat
P2863,Ovulation,Sweet,Chocolate,6,Sometimes,Rest
P2864,Ovulation,None,None,10,Always,Eat
P2865,Menstrual,Fatty,Cheese,7,Always,Go Out
P2866,Follicular,Fatty,Fries,9,Always,Go Out
P2867,Menstrual,Salty,Chips,7,Sometimes,Watch Movie
P2868,Ovulation,Salty,Chips,6,Often,Watch Movie
P2869,Follicular,Spicy,Tacos,3,Always,Eat
P2870,Ovulation,Sweet,Ice Cream,1,Often,Go Out
P2871,Ovulation,Spicy,Tacos,10,Always,Watch Movie
P2872,Follicular,Salty,Popcorn,9,Often,Rest
P2873,Menstrual,Sweet,Ice Cream,7,Always,Go Out
P2874,Menstrual,Fatty,Cheese,3,Often,Eat
P2875,Ovulation,Sweet,Cake,10,Always,Go Out
P2876,Follicular,Sweet,Chocolate,9,Often,Rest
P2877,Follicular,Spicy,Pizza,3,Always,Go Out
P2878,Luteal,Fatty,Fries,3,Often,Eat
P2879,Follicular,Salty,Popcorn,7,Often,Watch Movie
P2880,Follicular,Fatty,Cheese,2,Always,Watch Movie
P2881,Luteal,Sweet,Chocolate,10,Always,Rest
P2882,Ovulation,None,None,7,Always,Rest
P2883,Menstrual,Fatty,Cheese,7,Always,Go Out
P2884,Follicular,Sweet,Chocolate,1,Often,Watch Movie
P2885,Ovulation,Sweet,Cake,10,Often,Go Out
P2886,Ovulation,None,None,2,Often,Watch Movie
P2887,Follicular,Sweet,Cookies,5,Always,Eat
P2888,Ovulation,Sweet,Chocolate,4,Rare,Watch Movie
P2889,Ovulation,Sweet,Candy,3,Sometimes,Watch Movie
P2890,Luteal,Salty,Popcorn,10,Always,Go Out
P2891,Menstrual,Salty,Nuts,8,Often,Rest
P2892,Luteal,Spicy,Tacos,7,Often,Eat
P2893,Ovulation,Spicy,Tacos,9,Always,Rest
P2894,Luteal,Sweet,Ice Cream,3,Sometimes,Rest
P2895,Follicular,Salty,Chips,10,Rare,Rest
P2896,Menstrual,Sweet,Ice Cream,1,Often,Watch Movie
P2897,Menstrual,Fatty,Burger,9,Sometimes,Watch Movie
P2898,Luteal,None,None,9,Often,Watch Movie
P2899,Menstrual,Sweet,Cake,1,Often,Watch Movie
P2900,Follicular,Sweet,Cake,8,Always,Eat
P2901,Follicular,None,None,10,Sometimes,Watch Movie
P2902,Follicular,Sweet,Cookies,1,Often,Rest
P2903,Ovulation,Sweet,Candy,6,Rare,Go Out
P2904,Menstrual,Sweet,Cake,9,Sometimes,Rest
P2905,Follicular,Spicy,Pizza,3,Often,Watch Movie
P2906,Menstrual,Sweet,Chocolate,6,Always,Go Out
P2907,Luteal,Salty,Nuts,3,Sometimes,Rest
P2908,Follicular,Sweet,Candy,5,Often,Eat
P2909,Follicular,Sweet,Cookies,7,Sometimes,Watch Movie
P2910,Menstrual,Fatty,Cheese,10,Often,Watch Movie
P2911,Luteal,Spicy,Tacos,4,Often,Rest
P2912,Menstrual,Fatty,Cheese,4,Sometimes,Go Out
P2913,Ovulation,Sweet,Ice Cream,7,Always,Rest
P2914,Menstrual,Salty,Chips,5,Always,Eat
P2915,Ovulation,Spicy,Tacos,1,Always,Rest
P2916,Follicular,Sweet,Cookies,10,Often,Go Out
P2917,Follicular,Sweet,Chocolate,2,Rare,Eat
P2918,Luteal,Sweet,Cake,6,Often,Rest
P2919,Follicular,Fatty,Burger,9,Sometimes,Rest
P2920,Luteal,Spicy,Tacos,7,Often,Watch Movie
P2921,Luteal,None,None,4,Often,Rest
P2922,Menstrual,Spicy,Spicy Snacks,2,Sometimes,Watch Movie
P2923,Luteal,None,None,4,Rare,Rest
P2924,Ovulation,Sweet,Candy,5,Often,Watch Movie
P2925,Luteal,Spicy,Tacos,2,Often,Go Out
P2926,Luteal,Salty,Popcorn,1,Sometimes,Rest
P2927,Luteal,Fatty,Burger,4,Often,Eat
P2928,Ovulation,Spicy,Spicy Snacks,6,Always,Eat
P2929,Luteal,Salty,Popcorn,1,Always,Watch Movie
P2930,Ovulation,Salty,Popcorn,1,Always,Go Out
P2931,Ovulation,Spicy,Tacos,9,Sometimes,Rest
P2932,Luteal,Spicy,Spicy Snacks,5,Rare,Watch Movie
P2933,Menstrual,Sweet,Cake,2,Always,Rest
P2934,Follicular,Fatty,Burger,2,Often,Rest
P2935,Ovulation,Sweet,Ice Cream,4,Always,Eat
P2936,Ovulation,Sweet,Chocolate,2,Often,Go Out
P2937,Luteal,None,None,4,Always,Rest
P2938,Ovulation,Fatty,Fries,6,Sometimes,Rest
P2939,Luteal,Salty,Chips,7,Always,Eat
P2940,Luteal,Salty,Popcorn,6,Always,Rest
P2941,Menstrual,Spicy,Tacos,4,Often,Watch Movie
P2942,Luteal,Fatty,Burger,10,Sometimes,Watch Movie
P2943,Ovulation,Sweet,Cookies,3,Sometimes,Watch Movie
P2944,Ovulation,Fatty,Burger,4,Always,Eat
P2945,Ovulation,Sweet,Cookies,5,Always,Watch Movie
P2946,Follicular,Sweet,Candy,4,Always,Watch Movie
P2947,Luteal,Sweet,Ice Cream,3,Sometimes,Eat
P2948,Menstrual,Sweet,Cake,1,Sometimes,Rest
P2949,Luteal,Salty,Chips,3,Rare,Eat
P2950,Menstrual,Sweet,Cookies,5,Often,Rest
P2951,Follicular,Sweet,Cake,6,Often,Watch Movie
P2952,Luteal,Spicy,Tacos,4,Often,Go Out
P2953,Menstrual,Fatty,Burger,1,Often,Watch Movie
P2954,Ovulation,Salty,Popcorn,10,Often,Watch Movie
P2955,Luteal,Sweet,Candy,7,Sometimes,Rest
P2956,Luteal,Fatty,Fries,9,Sometimes,Rest
P2957,Ovulation,Salty,Nuts,6,Often,Eat
P2958,Luteal,Salty,Popcorn,6,Sometimes,Rest
P2959,Ovulation,Spicy,Tacos,9,Often,Watch Movie
P2960,Menstrual,Spicy,Pizza,4,Sometimes,Rest
P2961,Menstrual,None,None,5,Rare,Rest
P2962,Ovulation,Sweet,Cake,5,Often,Watch Movie
P2963,Menstrual,Sweet,Ice Cream,5,Often,Eat
P2964,Menstrual,Fatty,Fries,8,Rare,Eat
P2965,Menstrual,Salty,Popcorn,1,Always,Eat
P2966,Ovulation,Spicy,Spicy Snacks,10,Always,Rest
P2967,Follicular,Sweet,Chocolate,10,Always,Watch Movie
P2968,Ovulation,Sweet,Cake,3,Sometimes,Go Out
P2969,Follicular,Spicy,Spicy Snacks,8,Often,Rest
P2970,Luteal,Sweet,Cake,9,Rare,Go Out
P2971,Ovulation,Salty,Chips,2,Always,Rest
P2972,Follicular,Sweet,Chocolate,4,Rare,Watch Movie
P2973,Menstrual,None,None,8,Always,Rest
P2974,Menstrual,Sweet,Cookies,5,Sometimes,Watch Movie
P2975,Luteal,Fatty,Burger,1,Always,Eat
P2976,Menstrual,Spicy,Pizza,6,Always,Rest
P2977,Menstrual,Sweet,Candy,9,Always,Go Out
P2978,Ovulation,Sweet,Cake,9,Often,Eat
P2979,Follicular,Sweet,Cookies,1,Often,Eat
P2980,Menstrual,Salty,Nuts,4,Sometimes,Watch Movie
P2981,Menstrual,Fatty,Fries,1,Often,Eat
P2982,Menstrual,Sweet,Ice Cream,7,Often,Rest
P2983,Luteal,Sweet,Candy,3,Always,Rest
P2984,Menstrual,Salty,Popcorn,2,Sometimes,Eat
P2985,Menstrual,Sweet,Ice Cream,8,Always,Watch Movie
P2986,Ovulation,Spicy,Pizza,9,Often,Watch Movie
P2987,Follicular,Sweet,Cake,7,Always,Eat
P2988,Luteal,Sweet,Candy,6,Always,Rest
P2989,Luteal,None,None,10,Always,Eat
P2990,Luteal,Spicy,Tacos,6,Always,Rest
P2991,Ovulation,None,None,9,Rare,Eat
P2992,Follicular,Sweet,Candy,5,Often,Watch Movie
P2993,Ovulation,None,None,5,Rare,Rest
P2994,Follicular,Fatty,Burger,2,Rare,Rest
P2995,Menstrual,Sweet,Candy,6,Often,Rest
P2996,Luteal,Fatty,Cheese,6,Always,Rest
P2997,Luteal,Spicy,Tacos,6,Rare,Rest
P2998,Luteal,None,None,4,Sometimes,Eat
